LST_2024Ex,LST_2014Ex,LST_2005Ex,NDVI_2024Ex,NDVI_2014Ex,NDVI_2004Ex,UI_2024Ex,UI_2014Ex,UI_2004Ex,Normalised_PD_2024,Normalised_PD_2014,Normalised_PD_2004,Normalised_Nonbuiltup_road_2024,Distance_to_Nonbuiltup_CBD
40.424,39.559,42.794,0.284,0.331,0.276,0.275,0.319,-0.052,0.168,0.114,0.095,0.033,0.441
39.006,38.221,40.847,0.302,0.313,0.315,0.270,0.281,-0.059,0.168,0.114,0.095,0.069,0.463
39.300,38.446,41.267,0.271,0.282,0.260,0.300,0.306,-0.036,0.146,0.100,0.083,0.105,0.487
39.347,37.130,39.302,0.387,0.363,0.338,0.350,0.341,-0.096,0.146,0.100,0.083,0.145,0.508
36.938,36.445,40.034,0.459,0.480,0.346,0.371,0.377,-0.078,0.128,0.086,0.081,0.199,0.535
42.248,38.786,44.724,0.234,0.229,0.208,0.300,0.260,-0.015,0.109,0.079,0.063,0.258,0.562
41.617,37.566,42.745,0.321,0.400,0.383,0.286,0.326,-0.092,0.109,0.079,0.063,0.315,0.590
41.377,40.396,43.207,0.255,0.270,0.297,0.272,0.292,-0.061,0.033,0.029,0.032,0.165,0.804
42.114,40.863,43.963,0.232,0.220,0.168,0.279,0.270,-0.007,0.033,0.029,0.032,0.117,0.778
40.603,39.050,42.038,0.258,0.309,0.144,0.264,0.265,-0.020,0.090,0.065,0.034,0.072,0.747
42.866,41.946,44.326,0.112,0.241,0.318,0.201,0.280,-0.066,0.091,0.065,0.034,0.027,0.716
41.216,41.064,41.583,0.336,0.332,0.352,0.296,0.313,-0.086,0.187,0.155,0.065,0.006,0.691
41.425,42.012,43.198,0.302,0.287,0.214,0.281,0.301,-0.022,0.187,0.155,0.065,0.042,0.662
43.679,42.802,43.962,0.229,0.197,0.221,0.290,0.272,-0.037,0.211,0.139,0.134,0.079,0.633
40.975,40.225,43.156,0.223,0.328,0.262,0.198,0.286,-0.048,0.211,0.139,0.134,0.112,0.606
41.671,42.353,43.577,0.281,0.191,0.279,0.296,0.258,-0.040,0.200,0.149,0.160,0.148,0.584
40.076,40.420,42.824,0.403,0.340,0.267,0.338,0.330,-0.035,0.200,0.149,0.160,0.185,0.557
41.093,40.892,44.330,0.189,0.245,0.186,0.256,0.284,-0.019,0.190,0.148,0.168,0.218,0.531
40.155,40.924,43.969,0.279,0.289,0.326,0.281,0.291,-0.062,0.189,0.148,0.168,0.255,0.510
41.285,41.768,39.330,0.242,0.231,0.300,0.250,0.240,-0.076,0.208,0.161,0.209,0.285,0.487
40.487,40.800,42.800,0.250,0.279,0.321,0.255,0.302,-0.053,0.208,0.161,0.210,0.232,0.465
40.289,40.165,41.659,0.174,0.204,0.276,0.195,0.219,-0.060,0.414,0.360,0.458,0.158,0.448
40.774,40.722,41.282,0.176,0.228,0.195,0.185,0.232,-0.026,0.414,0.360,0.458,0.084,0.429
40.633,40.793,43.570,0.208,0.295,0.262,0.203,0.322,-0.027,0.287,0.247,0.303,0.011,0.412
40.516,40.853,43.143,0.315,0.410,0.306,0.283,0.354,-0.073,0.287,0.246,0.302,0.044,0.399
39.817,40.713,42.371,0.410,0.398,0.239,0.328,0.340,-0.038,0.192,0.143,0.240,0.118,0.387
44.134,42.357,44.719,0.213,0.220,0.398,0.304,0.302,-0.095,0.322,0.298,0.339,0.084,0.376
40.559,40.490,41.659,0.206,0.188,0.250,0.219,0.199,-0.048,0.322,0.298,0.339,0.015,0.369
39.928,40.304,41.231,0.335,0.342,0.344,0.296,0.318,-0.072,0.310,0.319,0.270,0.044,0.362
39.297,39.237,42.057,0.298,0.329,0.201,0.261,0.270,-0.043,0.310,0.319,0.271,0.118,0.358
40.118,39.797,43.570,0.199,0.272,0.347,0.207,0.264,-0.060,0.308,0.269,0.254,0.187,0.358
39.586,40.993,44.698,0.263,0.281,0.385,0.257,0.305,-0.073,0.308,0.268,0.254,0.252,0.358
38.809,38.580,42.404,0.252,0.268,0.284,0.256,0.259,-0.042,0.300,0.290,0.223,0.229,0.362
38.952,38.602,42.035,0.256,0.308,0.297,0.241,0.274,-0.071,0.300,0.290,0.223,0.206,0.368
39.875,39.613,40.488,0.253,0.290,0.295,0.226,0.256,-0.066,0.303,0.302,0.193,0.182,0.376
40.263,41.954,43.187,0.318,0.262,0.230,0.305,0.297,-0.024,0.303,0.302,0.193,0.159,0.387
40.810,41.351,43.169,0.228,0.268,0.210,0.227,0.260,-0.022,0.212,0.185,0.155,0.134,0.401
42.540,41.912,45.853,0.252,0.148,0.162,0.309,0.238,-0.025,0.212,0.184,0.155,0.112,0.414
39.794,40.768,45.080,0.332,0.248,0.262,0.299,0.267,-0.060,0.190,0.175,0.082,0.081,0.431
40.553,40.468,45.450,0.305,0.391,0.338,0.304,0.344,-0.069,0.190,0.175,0.082,0.046,0.450
40.803,37.863,41.270,0.266,0.424,0.298,0.282,0.354,-0.041,0.167,0.100,0.082,0.011,0.467
41.371,40.300,40.891,0.248,0.264,0.289,0.293,0.277,-0.047,0.167,0.100,0.082,0.013,0.488
38.330,37.213,38.850,0.397,0.428,0.334,0.333,0.358,-0.063,0.124,0.086,0.081,0.051,0.511
42.779,40.770,44.717,0.260,0.193,0.187,0.325,0.263,-0.001,0.124,0.086,0.081,0.102,0.531
38.368,36.790,42.021,0.430,0.391,0.316,0.369,0.357,-0.054,0.098,0.059,0.078,0.160,0.557
39.560,36.642,40.432,0.336,0.392,0.362,0.318,0.338,-0.083,0.111,0.076,0.072,0.218,0.584
41.273,37.594,43.948,0.314,0.278,0.249,0.329,0.294,-0.024,0.110,0.077,0.069,0.276,0.611
43.201,42.867,44.342,0.236,0.203,0.144,0.274,0.262,0.013,0.033,0.029,0.032,0.068,0.796
42.426,42.901,43.526,0.436,0.225,0.413,0.327,0.274,-0.115,0.090,0.065,0.034,0.023,0.765
41.889,42.434,44.715,0.335,0.333,0.188,0.309,0.334,-0.004,0.091,0.065,0.034,0.013,0.735
40.906,40.926,43.192,0.313,0.271,0.306,0.320,0.298,-0.061,0.187,0.155,0.065,0.058,0.711
40.660,40.477,42.037,0.292,0.272,0.219,0.277,0.268,-0.040,0.187,0.155,0.065,0.098,0.682
41.772,41.234,43.217,0.209,0.215,0.172,0.263,0.263,-0.006,0.211,0.139,0.134,0.134,0.655
40.949,40.321,43.166,0.312,0.361,0.292,0.280,0.316,-0.058,0.211,0.139,0.134,0.167,0.628
39.659,40.104,39.682,0.309,0.352,0.298,0.299,0.320,-0.060,0.200,0.149,0.160,0.204,0.606
39.308,40.930,42.418,0.266,0.283,0.300,0.267,0.310,-0.056,0.200,0.149,0.159,0.240,0.579
40.954,40.515,42.011,0.291,0.279,0.270,0.284,0.297,-0.048,0.189,0.148,0.168,0.275,0.554
40.713,42.237,43.162,0.393,0.294,0.239,0.353,0.325,-0.040,0.189,0.148,0.168,0.310,0.534
41.202,41.789,40.894,0.273,0.205,0.330,0.314,0.283,-0.064,0.208,0.160,0.209,0.296,0.512
39.920,40.080,43.953,0.289,0.403,0.199,0.284,0.366,-0.014,0.208,0.161,0.209,0.227,0.491
39.868,40.276,43.201,0.274,0.234,0.230,0.239,0.232,-0.030,0.414,0.360,0.458,0.153,0.475
40.347,40.998,41.660,0.167,0.191,0.222,0.178,0.199,-0.051,0.414,0.360,0.458,0.079,0.457
39.730,41.687,44.736,0.333,0.245,0.192,0.304,0.287,-0.024,0.287,0.247,0.302,0.006,0.440
40.865,41.914,42.829,0.252,0.242,0.157,0.279,0.296,-0.017,0.287,0.246,0.302,0.049,0.428
40.556,41.570,43.197,0.190,0.248,0.276,0.227,0.304,-0.041,0.192,0.143,0.240,0.123,0.416
42.370,42.139,45.456,0.253,0.298,0.389,0.308,0.326,-0.090,0.322,0.297,0.338,0.084,0.406
40.117,39.933,42.811,0.234,0.243,0.281,0.215,0.243,-0.064,0.322,0.298,0.338,0.017,0.400
40.329,40.327,40.504,0.207,0.269,0.349,0.227,0.288,-0.080,0.310,0.318,0.270,0.044,0.393
39.733,40.305,43.960,0.368,0.369,0.339,0.298,0.317,-0.066,0.310,0.318,0.270,0.118,0.389
40.518,40.403,44.709,0.228,0.275,0.328,0.249,0.298,-0.064,0.308,0.268,0.254,0.185,0.389
39.876,40.222,42.817,0.237,0.288,0.326,0.281,0.325,-0.070,0.308,0.268,0.254,0.259,0.389
39.602,40.890,43.539,0.364,0.303,0.333,0.331,0.313,-0.073,0.299,0.290,0.223,0.290,0.393
38.704,39.713,43.176,0.372,0.407,0.422,0.288,0.329,-0.089,0.299,0.290,0.223,0.266,0.399
39.993,39.688,41.240,0.240,0.341,0.348,0.207,0.296,-0.080,0.303,0.302,0.193,0.243,0.406
40.065,39.999,42.407,0.235,0.288,0.276,0.243,0.258,-0.053,0.303,0.302,0.193,0.218,0.416
41.037,40.580,41.634,0.340,0.243,0.224,0.322,0.284,-0.027,0.212,0.185,0.155,0.195,0.429
43.622,44.098,46.595,0.231,0.159,0.152,0.295,0.243,0.008,0.212,0.184,0.155,0.173,0.443
42.109,41.368,43.936,0.211,0.281,0.249,0.251,0.296,-0.016,0.190,0.175,0.082,0.137,0.459
40.864,41.191,45.468,0.304,0.234,0.188,0.277,0.269,-0.017,0.190,0.175,0.082,0.101,0.477
39.694,39.809,43.130,0.330,0.218,0.266,0.307,0.280,-0.035,0.167,0.100,0.082,0.066,0.493
41.556,38.945,41.295,0.258,0.277,0.207,0.287,0.302,-0.024,0.167,0.100,0.082,0.031,0.514
41.695,38.509,40.514,0.310,0.327,0.268,0.313,0.297,-0.043,0.124,0.086,0.081,0.009,0.536
41.530,38.031,43.587,0.266,0.227,0.213,0.259,0.238,-0.023,0.124,0.086,0.081,0.062,0.555
39.150,37.989,39.639,0.422,0.436,0.359,0.321,0.342,-0.087,0.098,0.059,0.078,0.121,0.580
41.403,39.912,43.587,0.383,0.191,0.165,0.356,0.262,0.003,0.110,0.072,0.076,0.178,0.606
42.415,41.703,43.920,0.261,0.259,0.228,0.266,0.281,-0.037,0.054,0.042,0.032,0.061,0.755
43.840,43.788,45.090,0.198,0.178,0.165,0.249,0.257,-0.003,0.066,0.055,0.041,0.107,0.731
41.604,40.950,42.786,0.359,0.338,0.221,0.332,0.322,-0.031,0.066,0.055,0.041,0.154,0.704
43.873,43.734,45.101,0.194,0.143,0.141,0.266,0.226,0.008,0.157,0.112,0.122,0.189,0.677
42.139,41.132,43.971,0.213,0.264,0.177,0.265,0.289,-0.003,0.157,0.112,0.122,0.223,0.650
41.241,42.179,43.960,0.296,0.206,0.191,0.321,0.278,-0.009,0.121,0.086,0.126,0.260,0.628
39.189,39.654,40.905,0.402,0.437,0.207,0.330,0.377,-0.018,0.121,0.086,0.126,0.296,0.603
42.712,42.851,44.344,0.260,0.178,0.226,0.310,0.252,-0.018,0.097,0.081,0.124,0.330,0.579
40.577,41.593,42.783,0.415,0.349,0.289,0.341,0.331,-0.052,0.097,0.081,0.124,0.365,0.560
41.767,42.772,44.720,0.224,0.225,0.195,0.289,0.285,-0.010,0.148,0.115,0.143,0.291,0.538
39.842,41.690,45.081,0.281,0.236,0.187,0.289,0.282,-0.010,0.149,0.116,0.143,0.222,0.518
37.367,38.990,40.794,0.514,0.507,0.395,0.368,0.381,-0.095,0.352,0.288,0.226,0.148,0.502
39.928,41.217,41.682,0.266,0.178,0.215,0.253,0.175,-0.036,0.352,0.288,0.227,0.074,0.485
39.972,40.864,43.949,0.271,0.260,0.316,0.252,0.286,-0.051,0.284,0.239,0.186,0.000,0.469
40.304,41.426,43.210,0.260,0.248,0.161,0.274,0.306,-0.010,0.284,0.239,0.186,0.054,0.458
39.084,40.483,44.338,0.381,0.254,0.195,0.307,0.284,-0.012,0.188,0.135,0.168,0.128,0.446
40.034,41.543,43.952,0.221,0.239,0.208,0.267,0.284,-0.027,0.216,0.162,0.198,0.094,0.437
39.737,40.209,42.777,0.324,0.239,0.357,0.300,0.280,-0.079,0.216,0.162,0.198,0.025,0.430
39.214,40.230,42.028,0.348,0.296,0.359,0.304,0.298,-0.086,0.215,0.166,0.185,0.037,0.424
40.147,39.968,42.827,0.253,0.254,0.315,0.234,0.252,-0.061,0.215,0.166,0.185,0.109,0.421
40.297,39.995,41.271,0.238,0.271,0.270,0.239,0.277,-0.048,0.199,0.139,0.190,0.178,0.420
40.760,40.926,43.185,0.248,0.284,0.305,0.280,0.324,-0.059,0.198,0.139,0.190,0.252,0.421
39.967,41.521,44.723,0.208,0.218,0.214,0.218,0.264,-0.023,0.255,0.249,0.174,0.325,0.424
40.399,40.311,43.202,0.288,0.288,0.234,0.334,0.314,-0.030,0.255,0.250,0.174,0.327,0.429
39.002,39.643,40.839,0.388,0.335,0.262,0.341,0.322,-0.044,0.287,0.311,0.148,0.304,0.437
40.975,41.261,44.690,0.304,0.272,0.330,0.287,0.279,-0.071,0.287,0.311,0.148,0.279,0.446
40.392,41.004,45.461,0.302,0.243,0.287,0.295,0.275,-0.037,0.163,0.138,0.126,0.255,0.458
41.125,43.727,46.221,0.254,0.197,0.136,0.259,0.259,0.015,0.163,0.137,0.126,0.229,0.471
41.086,40.744,44.716,0.251,0.332,0.232,0.284,0.321,-0.020,0.133,0.090,0.103,0.193,0.487
40.541,40.578,44.681,0.242,0.332,0.284,0.259,0.316,-0.057,0.133,0.090,0.103,0.156,0.504
41.057,40.366,41.234,0.335,0.346,0.374,0.305,0.307,-0.096,0.149,0.089,0.097,0.122,0.520
41.905,40.173,42.826,0.356,0.268,0.245,0.341,0.306,-0.032,0.149,0.089,0.097,0.079,0.540
42.186,39.962,43.896,0.305,0.445,0.364,0.331,0.362,-0.084,0.116,0.066,0.087,0.020,0.561
43.645,41.655,44.717,0.215,0.178,0.254,0.283,0.254,-0.016,0.116,0.066,0.087,0.023,0.580
40.142,37.541,41.235,0.379,0.392,0.303,0.322,0.319,-0.066,0.113,0.070,0.082,0.081,0.603
42.490,41.796,44.346,0.208,0.235,0.239,0.275,0.283,-0.026,0.054,0.042,0.032,0.065,0.804
42.160,42.103,43.207,0.258,0.299,0.176,0.305,0.291,0.000,0.054,0.042,0.032,0.110,0.776
41.765,41.690,42.435,0.297,0.334,0.155,0.318,0.326,0.006,0.066,0.055,0.041,0.156,0.752
42.107,41.802,43.963,0.306,0.238,0.128,0.319,0.298,0.009,0.066,0.055,0.041,0.203,0.726
40.654,40.660,41.642,0.229,0.242,0.230,0.234,0.245,-0.045,0.157,0.112,0.122,0.245,0.699
43.479,41.236,41.640,0.217,0.235,0.192,0.300,0.281,-0.014,0.157,0.112,0.122,0.279,0.672
42.509,41.887,43.585,0.276,0.210,0.221,0.319,0.291,-0.019,0.121,0.086,0.126,0.315,0.651
40.913,41.101,42.034,0.260,0.344,0.260,0.258,0.312,-0.038,0.121,0.086,0.126,0.352,0.627
41.593,41.522,42.433,0.287,0.270,0.188,0.298,0.298,-0.005,0.097,0.081,0.124,0.386,0.603
40.781,42.405,43.529,0.348,0.246,0.359,0.316,0.287,-0.073,0.097,0.081,0.124,0.360,0.585
40.846,41.520,43.486,0.371,0.418,0.318,0.339,0.346,-0.079,0.148,0.115,0.143,0.286,0.564
41.539,43.074,43.953,0.223,0.204,0.123,0.252,0.273,0.006,0.149,0.115,0.143,0.217,0.545
38.082,39.833,39.626,0.425,0.400,0.413,0.293,0.314,-0.109,0.352,0.287,0.226,0.143,0.529
39.849,40.625,45.446,0.297,0.356,0.349,0.266,0.307,-0.061,0.352,0.288,0.226,0.069,0.513
40.142,42.295,44.330,0.240,0.180,0.250,0.277,0.264,-0.027,0.188,0.136,0.168,0.059,0.488
40.251,40.991,43.912,0.360,0.293,0.287,0.311,0.307,-0.054,0.188,0.135,0.168,0.133,0.476
40.127,41.305,45.475,0.291,0.198,0.154,0.318,0.278,-0.004,0.216,0.162,0.197,0.100,0.467
40.138,39.801,44.322,0.260,0.285,0.363,0.278,0.302,-0.087,0.216,0.162,0.197,0.033,0.461
39.323,39.050,43.573,0.293,0.368,0.259,0.271,0.326,-0.038,0.215,0.166,0.185,0.030,0.455
40.240,40.320,44.706,0.249,0.365,0.234,0.276,0.345,-0.026,0.215,0.165,0.185,0.103,0.452
41.802,40.978,43.589,0.212,0.211,0.164,0.290,0.283,-0.011,0.198,0.138,0.190,0.170,0.452
41.306,41.556,43.967,0.249,0.169,0.295,0.298,0.260,-0.056,0.198,0.139,0.190,0.243,0.452
40.623,41.115,43.904,0.250,0.241,0.235,0.282,0.277,-0.023,0.255,0.249,0.174,0.317,0.455
37.831,39.658,41.607,0.430,0.437,0.196,0.319,0.353,-0.020,0.255,0.249,0.173,0.386,0.460
38.553,39.868,39.671,0.371,0.384,0.309,0.303,0.322,-0.065,0.287,0.311,0.148,0.364,0.467
38.207,40.097,40.856,0.312,0.283,0.333,0.310,0.298,-0.070,0.287,0.311,0.148,0.340,0.476
40.900,41.215,43.957,0.251,0.239,0.285,0.250,0.271,-0.036,0.163,0.138,0.126,0.316,0.488
44.429,44.179,46.595,0.211,0.155,0.157,0.283,0.240,0.008,0.163,0.137,0.126,0.285,0.499
43.995,41.996,44.316,0.235,0.211,0.250,0.278,0.270,-0.027,0.133,0.090,0.103,0.249,0.515
41.194,41.661,45.089,0.254,0.211,0.208,0.278,0.253,-0.007,0.133,0.089,0.103,0.211,0.532
40.058,40.434,44.262,0.262,0.366,0.322,0.266,0.338,-0.066,0.149,0.089,0.097,0.176,0.547
41.702,39.168,43.966,0.155,0.220,0.186,0.162,0.267,-0.017,0.149,0.089,0.097,0.117,0.566
40.679,38.263,42.005,0.300,0.357,0.309,0.298,0.332,-0.070,0.116,0.066,0.087,0.058,0.587
42.830,42.493,43.182,0.256,0.261,0.181,0.298,0.296,0.014,0.066,0.052,0.044,0.159,0.797
43.197,42.054,43.210,0.201,0.185,0.152,0.273,0.263,0.011,0.085,0.065,0.067,0.205,0.774
43.680,43.592,45.837,0.328,0.269,0.230,0.309,0.312,-0.011,0.085,0.066,0.067,0.253,0.748
42.350,43.007,44.328,0.317,0.246,0.239,0.325,0.304,-0.027,0.117,0.081,0.078,0.299,0.721
40.339,41.166,41.246,0.382,0.314,0.205,0.343,0.316,-0.023,0.117,0.081,0.078,0.335,0.695
43.367,42.426,45.094,0.209,0.187,0.216,0.272,0.266,-0.018,0.084,0.068,0.086,0.371,0.675
43.022,42.114,43.579,0.234,0.193,0.224,0.306,0.281,-0.021,0.084,0.068,0.087,0.408,0.651
43.957,42.354,44.345,0.203,0.188,0.230,0.294,0.277,-0.019,0.064,0.053,0.084,0.429,0.629
42.352,42.671,44.724,0.226,0.188,0.139,0.294,0.266,0.011,0.064,0.053,0.084,0.355,0.611
41.174,41.432,43.191,0.274,0.199,0.214,0.230,0.223,-0.031,0.089,0.066,0.094,0.281,0.591
42.054,41.982,42.432,0.233,0.283,0.174,0.252,0.287,-0.008,0.090,0.067,0.094,0.212,0.572
39.811,40.460,42.436,0.207,0.209,0.180,0.199,0.206,-0.024,0.236,0.183,0.126,0.138,0.558
39.808,40.646,43.561,0.109,0.320,0.355,0.131,0.331,-0.080,0.236,0.183,0.126,0.064,0.541
38.775,38.805,43.950,0.396,0.416,0.191,0.302,0.352,-0.024,0.191,0.140,0.132,0.000,0.527
41.877,42.262,44.311,0.253,0.279,0.302,0.262,0.279,-0.054,0.121,0.092,0.132,0.064,0.517
41.923,41.690,45.088,0.222,0.242,0.250,0.247,0.283,-0.029,0.121,0.092,0.132,0.138,0.506
40.076,41.460,44.338,0.266,0.278,0.260,0.278,0.294,-0.042,0.162,0.097,0.147,0.108,0.498
41.415,41.309,42.049,0.213,0.242,0.262,0.240,0.279,-0.050,0.162,0.097,0.147,0.039,0.492
41.227,41.139,44.718,0.218,0.244,0.205,0.241,0.286,-0.015,0.155,0.097,0.133,0.022,0.486
40.359,39.008,40.028,0.331,0.351,0.241,0.315,0.336,-0.038,0.155,0.097,0.133,0.094,0.483
40.208,39.473,41.987,0.323,0.394,0.328,0.261,0.310,-0.071,0.163,0.105,0.136,0.163,0.483
38.484,41.939,44.279,0.356,0.324,0.247,0.308,0.313,-0.041,0.163,0.105,0.136,0.237,0.483
40.157,40.008,43.549,0.298,0.351,0.243,0.297,0.324,-0.029,0.177,0.167,0.133,0.309,0.486
38.205,39.569,40.831,0.485,0.492,0.341,0.370,0.381,-0.070,0.178,0.167,0.133,0.378,0.491
37.171,38.167,39.301,0.156,0.268,0.277,0.023,0.200,-0.066,0.286,0.311,0.147,0.424,0.498
37.128,41.312,44.306,0.374,0.321,0.349,0.302,0.313,-0.066,0.286,0.311,0.147,0.400,0.506
39.057,41.662,44.721,0.316,0.245,0.274,0.281,0.272,-0.039,0.163,0.137,0.126,0.375,0.517
42.557,43.054,45.093,0.233,0.182,0.269,0.294,0.256,-0.026,0.163,0.137,0.126,0.341,0.528
42.306,42.200,43.934,0.199,0.189,0.369,0.288,0.264,-0.083,0.133,0.090,0.103,0.304,0.544
43.087,41.618,44.676,0.269,0.260,0.300,0.313,0.294,-0.046,0.133,0.089,0.103,0.267,0.560
43.518,42.841,45.843,0.195,0.181,0.217,0.241,0.261,0.004,0.149,0.089,0.097,0.215,0.574
41.751,39.094,41.612,0.355,0.481,0.356,0.339,0.393,-0.077,0.149,0.089,0.097,0.156,0.593
40.300,38.509,40.495,0.353,0.247,0.186,0.334,0.287,-0.008,0.116,0.066,0.087,0.100,0.613
42.959,42.309,44.342,0.168,0.301,0.209,0.220,0.314,-0.010,0.085,0.066,0.067,0.302,0.770
41.333,42.238,44.348,0.224,0.175,0.165,0.292,0.263,0.007,0.117,0.081,0.078,0.349,0.744
44.065,43.484,45.475,0.185,0.159,0.196,0.253,0.252,-0.003,0.064,0.053,0.083,0.423,0.655
41.416,41.890,42.050,0.308,0.238,0.232,0.309,0.287,-0.031,0.064,0.053,0.083,0.350,0.637
42.936,43.138,44.718,0.204,0.242,0.235,0.266,0.293,-0.016,0.089,0.066,0.093,0.276,0.618
41.125,43.400,42.445,0.263,0.221,0.215,0.263,0.292,-0.004,0.090,0.067,0.094,0.207,0.600
41.481,42.500,42.817,0.131,0.198,0.165,0.151,0.258,-0.006,0.236,0.183,0.125,0.133,0.586
42.312,43.508,45.471,0.251,0.181,0.172,0.288,0.251,0.004,0.236,0.183,0.125,0.059,0.570
41.122,41.583,43.574,0.202,0.270,0.239,0.256,0.286,-0.025,0.191,0.139,0.132,0.002,0.557
40.033,40.694,42.358,0.511,0.367,0.298,0.397,0.343,-0.052,0.121,0.092,0.132,0.069,0.547
40.610,40.446,42.759,0.399,0.332,0.335,0.351,0.327,-0.062,0.121,0.092,0.132,0.143,0.537
42.065,40.986,45.092,0.143,0.194,0.227,0.161,0.264,-0.040,0.162,0.096,0.147,0.115,0.529
42.200,41.831,43.961,0.220,0.158,0.213,0.275,0.246,-0.029,0.162,0.096,0.147,0.048,0.523
38.969,41.838,43.203,0.396,0.180,0.271,0.316,0.256,-0.047,0.155,0.097,0.133,0.015,0.517
40.464,38.965,42.444,0.248,0.326,0.312,0.301,0.298,-0.054,0.155,0.097,0.133,0.087,0.515
41.247,40.946,42.403,0.321,0.292,0.345,0.312,0.307,-0.084,0.163,0.105,0.136,0.155,0.514
41.178,40.588,42.824,0.268,0.178,0.258,0.304,0.263,-0.025,0.163,0.105,0.136,0.228,0.515
40.402,40.747,43.536,0.318,0.228,0.287,0.301,0.267,-0.053,0.177,0.167,0.132,0.302,0.517
41.038,41.536,43.948,0.226,0.198,0.258,0.233,0.237,-0.037,0.177,0.167,0.132,0.370,0.522
41.018,41.796,46.213,0.251,0.224,0.179,0.286,0.276,0.000,0.176,0.166,0.102,0.444,0.529
39.802,40.854,44.322,0.304,0.259,0.259,0.264,0.268,-0.040,0.176,0.165,0.102,0.461,0.537
40.103,42.502,45.839,0.306,0.221,0.302,0.289,0.262,-0.031,0.135,0.104,0.104,0.430,0.547
42.412,42.087,45.821,0.288,0.267,0.284,0.285,0.295,-0.038,0.135,0.103,0.104,0.396,0.558
42.791,41.954,43.153,0.169,0.316,0.302,0.215,0.300,-0.052,0.101,0.066,0.097,0.359,0.572
42.845,43.100,43.975,0.273,0.183,0.142,0.323,0.268,0.020,0.101,0.066,0.097,0.308,0.588
43.915,40.966,46.211,0.310,0.155,0.188,0.316,0.256,-0.041,0.129,0.081,0.097,0.254,0.602
37.657,37.144,38.511,0.409,0.476,0.362,0.339,0.391,-0.081,0.133,0.080,0.091,0.197,0.620
40.025,38.333,39.261,0.334,0.296,0.387,0.321,0.328,-0.099,0.113,0.070,0.074,0.152,0.639
39.524,39.913,40.035,0.390,0.436,0.314,0.310,0.345,-0.072,0.064,0.053,0.083,0.345,0.664
41.118,41.890,44.674,0.401,0.318,0.307,0.354,0.317,-0.051,0.089,0.066,0.093,0.271,0.645
42.412,42.158,45.099,0.253,0.299,0.139,0.302,0.332,0.021,0.089,0.067,0.094,0.202,0.628
40.843,40.909,41.999,0.384,0.259,0.297,0.338,0.272,-0.064,0.236,0.182,0.125,0.128,0.614
43.102,42.674,45.473,0.263,0.167,0.172,0.303,0.239,0.008,0.236,0.183,0.125,0.054,0.599
43.530,43.364,44.728,0.275,0.206,0.155,0.314,0.277,0.019,0.191,0.139,0.132,0.006,0.587
42.810,42.324,45.475,0.261,0.201,0.142,0.305,0.262,0.008,0.121,0.092,0.132,0.074,0.577
40.692,40.437,46.213,0.365,0.313,0.284,0.337,0.324,-0.036,0.121,0.092,0.132,0.148,0.567
43.005,42.673,45.464,0.254,0.189,0.342,0.300,0.272,-0.072,0.162,0.096,0.147,0.123,0.560
42.058,42.473,45.859,0.273,0.194,0.168,0.293,0.260,-0.032,0.162,0.096,0.147,0.054,0.554
41.088,39.624,42.053,0.223,0.189,0.357,0.251,0.270,-0.078,0.155,0.097,0.133,0.009,0.549
40.047,40.314,41.256,0.244,0.225,0.268,0.285,0.279,-0.034,0.155,0.097,0.133,0.079,0.546
40.122,40.109,41.221,0.388,0.425,0.361,0.315,0.354,-0.080,0.163,0.105,0.136,0.148,0.546
40.269,39.735,40.069,0.327,0.336,0.381,0.322,0.326,-0.094,0.163,0.105,0.136,0.222,0.546
41.786,41.877,42.808,0.230,0.191,0.271,0.277,0.257,-0.028,0.177,0.167,0.132,0.296,0.549
41.756,42.224,45.437,0.261,0.265,0.207,0.278,0.276,-0.019,0.177,0.166,0.132,0.365,0.553
41.687,43.024,45.087,0.272,0.197,0.154,0.284,0.261,0.004,0.176,0.165,0.102,0.439,0.560
41.750,43.539,45.849,0.266,0.157,0.178,0.282,0.252,0.003,0.176,0.165,0.102,0.513,0.567
41.356,40.120,40.861,0.263,0.393,0.344,0.266,0.335,-0.082,0.135,0.104,0.104,0.482,0.577
41.320,40.194,41.282,0.285,0.289,0.349,0.312,0.307,-0.074,0.135,0.103,0.104,0.447,0.587
41.530,40.918,44.319,0.413,0.294,0.183,0.357,0.311,-0.012,0.101,0.066,0.097,0.403,0.601
44.130,43.085,45.845,0.247,0.184,0.178,0.299,0.258,0.009,0.095,0.073,0.094,0.272,0.673
42.011,42.063,42.784,0.269,0.367,0.266,0.293,0.329,-0.047,0.199,0.152,0.123,0.057,0.629
40.815,40.904,41.633,0.218,0.229,0.228,0.219,0.240,-0.033,0.088,0.077,0.102,0.081,0.607
39.533,39.577,39.679,0.295,0.373,0.343,0.289,0.331,-0.077,0.088,0.077,0.102,0.154,0.598
43.670,42.359,44.344,0.226,0.167,0.223,0.289,0.259,-0.013,0.137,0.091,0.133,0.130,0.590
42.203,40.917,43.939,0.211,0.185,0.226,0.290,0.275,-0.024,0.153,0.095,0.140,0.062,0.585
43.907,42.891,45.473,0.209,0.176,0.173,0.282,0.253,0.011,0.158,0.111,0.124,0.223,0.577
41.709,41.208,43.570,0.349,0.233,0.273,0.344,0.286,-0.031,0.135,0.085,0.094,0.296,0.580
